run_id,method,buffer_size,source,server_step,client_trips_total,node_id,device_type,staleness
f8r1yqsh,fedbuff,5,network_stressor_sweep,17,81,14244411391788972660,rpi5,3
f8r1yqsh,fedbuff,5,network_stressor_sweep,17,82,2597728084587060721,rpi5,3
f8r1yqsh,fedbuff,5,network_stressor_sweep,17,83,8335552894148306858,rpi5,3
f8r1yqsh,fedbuff,5,network_stressor_sweep,17,84,17865354463084643977,rpi5,3
f8r1yqsh,fedbuff,5,network_stressor_sweep,17,85,8604023571656330016,rpi5,2
f8r1yqsh,fedbuff,5,network_stressor_sweep,18,86,14273504822268314706,rpi5,3
f8r1yqsh,fedbuff,5,network_stressor_sweep,18,87,15850264181746673684,rpi5,2
f8r1yqsh,fedbuff,5,network_stressor_sweep,18,88,15227569813693182211,rpi4,4
f8r1yqsh,fedbuff,5,network_stressor_sweep,18,89,2149541508140645213,rpi5,2
f8r1yqsh,fedbuff,5,network_stressor_sweep,18,90,1287847929735971682,rpi5,3
